Timestamp,ChapterNumber,ChapterURL,Status,SummaryStatus,TranslationStatus,OutputFilePath,ErrorMessage
2025-07-02 05:30:07,11,https://novelbuddy.com/novel/myst-might-mayhem/chapter-11,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-11.md",
2025-07-02 05:30:38,12,https://novelbuddy.com/novel/myst-might-mayhem/chapter-12,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-12.md",
2025-07-02 05:31:15,13,https://novelbuddy.com/novel/myst-might-mayhem/chapter-13,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-13.md",
2025-07-02 05:31:52,14,https://novelbuddy.com/novel/myst-might-mayhem/chapter-14,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-14.md",
2025-07-02 05:32:25,15,https://novelbuddy.com/novel/myst-might-mayhem/chapter-15,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-15.md",
2025-07-02 05:33:01,16,https://novelbuddy.com/novel/myst-might-mayhem/chapter-16,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-16.md",
2025-07-02 05:33:38,17,https://novelbuddy.com/novel/myst-might-mayhem/chapter-17,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-17.md",
2025-07-02 05:34:24,18,https://novelbuddy.com/novel/myst-might-mayhem/chapter-18,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-18.md",
2025-07-02 05:35:02,19,https://novelbuddy.com/novel/myst-might-mayhem/chapter-19,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-19.md",
2025-07-02 05:35:32,20,https://novelbuddy.com/novel/myst-might-mayhem/chapter-20,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-20.md",
2025-07-02 05:36:10,21,https://novelbuddy.com/novel/myst-might-mayhem/chapter-21,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-21.md",
2025-07-02 05:36:58,22,https://novelbuddy.com/novel/myst-might-mayhem/chapter-22,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-22.md",
2025-07-02 05:37:34,23,https://novelbuddy.com/novel/myst-might-mayhem/chapter-23,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-23.md",
2025-07-02 05:38:10,24,https://novelbuddy.com/novel/myst-might-mayhem/chapter-24,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-24.md",
2025-07-02 05:38:41,25,https://novelbuddy.com/novel/myst-might-mayhem/chapter-25,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-25.md",
2025-07-02 05:39:24,26,https://novelbuddy.com/novel/myst-might-mayhem/chapter-26,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-26.md",
2025-07-02 05:39:57,27,https://novelbuddy.com/novel/myst-might-mayhem/chapter-27,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-27.md",
2025-07-02 05:40:37,28,https://novelbuddy.com/novel/myst-might-mayhem/chapter-28,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-28.md",
2025-07-02 05:41:16,29,https://novelbuddy.com/novel/myst-might-mayhem/chapter-29,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-29.md",
2025-07-02 05:42:01,30,https://novelbuddy.com/novel/myst-might-mayhem/chapter-30,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-30.md",
2025-07-02 05:42:44,31,https://novelbuddy.com/novel/myst-might-mayhem/chapter-31,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-31.md",
2025-07-02 05:43:21,32,https://novelbuddy.com/novel/myst-might-mayhem/chapter-32,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-32.md",
2025-07-02 05:44:06,33,https://novelbuddy.com/novel/myst-might-mayhem/chapter-33,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-33.md",
2025-07-02 05:44:40,34,https://novelbuddy.com/novel/myst-might-mayhem/chapter-34,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-34.md",
2025-07-02 05:45:18,35,https://novelbuddy.com/novel/myst-might-mayhem/chapter-35,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-35.md",
2025-07-02 05:45:59,36,https://novelbuddy.com/novel/myst-might-mayhem/chapter-36,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-36.md",
2025-07-02 05:46:38,37,https://novelbuddy.com/novel/myst-might-mayhem/chapter-37,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-37.md",
2025-07-02 05:47:34,38,https://novelbuddy.com/novel/myst-might-mayhem/chapter-38,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-38.md",
2025-07-02 05:48:15,39,https://novelbuddy.com/novel/myst-might-mayhem/chapter-39,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-39.md",
2025-07-02 05:48:51,40,https://novelbuddy.com/novel/myst-might-mayhem/chapter-40,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-40.md",
2025-07-02 05:49:26,41,https://novelbuddy.com/novel/myst-might-mayhem/chapter-41,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-41.md",
2025-07-02 05:50:15,42,https://novelbuddy.com/novel/myst-might-mayhem/chapter-42,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-42.md",
2025-07-02 05:50:55,43,https://novelbuddy.com/novel/myst-might-mayhem/chapter-43,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-43.md",
2025-07-02 05:51:36,44,https://novelbuddy.com/novel/myst-might-mayhem/chapter-44,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-44.md",
2025-07-02 05:52:21,45,https://novelbuddy.com/novel/myst-might-mayhem/chapter-45,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-45.md",
2025-07-02 05:52:53,46,https://novelbuddy.com/novel/myst-might-mayhem/chapter-46,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-46.md",
2025-07-02 05:53:33,47,https://novelbuddy.com/novel/myst-might-mayhem/chapter-47,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-47.md",
2025-07-02 05:54:06,48,https://novelbuddy.com/novel/myst-might-mayhem/chapter-48,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-48.md",
2025-07-02 05:54:43,49,https://novelbuddy.com/novel/myst-might-mayhem/chapter-49,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-49.md",
2025-07-02 05:55:18,50,https://novelbuddy.com/novel/myst-might-mayhem/chapter-50,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-50.md",
2025-07-02 05:55:50,51,https://novelbuddy.com/novel/myst-might-mayhem/chapter-51,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-51.md",
2025-07-02 05:56:30,52,https://novelbuddy.com/novel/myst-might-mayhem/chapter-52,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-52.md",
2025-07-02 05:57:11,53,https://novelbuddy.com/novel/myst-might-mayhem/chapter-53,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-53.md",
2025-07-02 05:57:49,54,https://novelbuddy.com/novel/myst-might-mayhem/chapter-54,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-54.md",
2025-07-02 05:58:25,55,https://novelbuddy.com/novel/myst-might-mayhem/chapter-55,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-55.md",
2025-07-02 05:59:03,56,https://novelbuddy.com/novel/myst-might-mayhem/chapter-56,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-56.md",
2025-07-02 05:59:33,57,https://novelbuddy.com/novel/myst-might-mayhem/chapter-57,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-57.md",
2025-07-02 06:00:08,58,https://novelbuddy.com/novel/myst-might-mayhem/chapter-58,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-58.md",
2025-07-02 06:00:40,59,https://novelbuddy.com/novel/myst-might-mayhem/chapter-59,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-59.md",
2025-07-02 06:01:19,60,https://novelbuddy.com/novel/myst-might-mayhem/chapter-60,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-60.md",
2025-07-02 06:01:56,61,https://novelbuddy.com/novel/myst-might-mayhem/chapter-61,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-61.md",
2025-07-02 06:02:29,62,https://novelbuddy.com/novel/myst-might-mayhem/chapter-62,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-62.md",
2025-07-02 06:03:10,63,https://novelbuddy.com/novel/myst-might-mayhem/chapter-63,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-63.md",
2025-07-02 06:03:49,64,https://novelbuddy.com/novel/myst-might-mayhem/chapter-64,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-64.md",
2025-07-02 06:04:23,65,https://novelbuddy.com/novel/myst-might-mayhem/chapter-65,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-65.md",
2025-07-02 06:05:05,66,https://novelbuddy.com/novel/myst-might-mayhem/chapter-66,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-66.md",
2025-07-02 06:05:43,67,https://novelbuddy.com/novel/myst-might-mayhem/chapter-67,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-67.md",
2025-07-02 06:06:21,68,https://novelbuddy.com/novel/myst-might-mayhem/chapter-68,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-68.md",
2025-07-02 06:07:13,69,https://novelbuddy.com/novel/myst-might-mayhem/chapter-69,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-69.md",
2025-07-02 06:07:58,70,https://novelbuddy.com/novel/myst-might-mayhem/chapter-70,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-70.md",
2025-07-02 06:08:31,71,https://novelbuddy.com/novel/myst-might-mayhem/chapter-71,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-71.md",
2025-07-02 06:09:15,72,https://novelbuddy.com/novel/myst-might-mayhem/chapter-72,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-72.md",
2025-07-02 06:09:55,73,https://novelbuddy.com/novel/myst-might-mayhem/chapter-73,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-73.md",
2025-07-02 06:10:18,74,https://novelbuddy.com/novel/myst-might-mayhem/chapter-74,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-74.md",
2025-07-02 06:10:59,75,https://novelbuddy.com/novel/myst-might-mayhem/chapter-75,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-75.md",
2025-07-02 06:11:35,76,https://novelbuddy.com/novel/myst-might-mayhem/chapter-76,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-76.md",
2025-07-02 06:12:10,77,https://novelbuddy.com/novel/myst-might-mayhem/chapter-77,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-77.md",
2025-07-02 06:12:53,78,https://novelbuddy.com/novel/myst-might-mayhem/chapter-78,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-78.md",
2025-07-02 06:13:32,79,https://novelbuddy.com/novel/myst-might-mayhem/chapter-79,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-79.md",
2025-07-02 06:14:12,80,https://novelbuddy.com/novel/myst-might-mayhem/chapter-80,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-80.md",
2025-07-02 06:14:57,81,https://novelbuddy.com/novel/myst-might-mayhem/chapter-81,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-81.md",
2025-07-02 06:15:38,82,https://novelbuddy.com/novel/myst-might-mayhem/chapter-82,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-82.md",
2025-07-02 06:16:18,83,https://novelbuddy.com/novel/myst-might-mayhem/chapter-83,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-83.md",
2025-07-02 06:16:57,84,https://novelbuddy.com/novel/myst-might-mayhem/chapter-84,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-84.md",
2025-07-02 06:17:43,85,https://novelbuddy.com/novel/myst-might-mayhem/chapter-85,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-85.md",
2025-07-02 06:18:20,86,https://novelbuddy.com/novel/myst-might-mayhem/chapter-86,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-86.md",
2025-07-02 06:19:00,87,https://novelbuddy.com/novel/myst-might-mayhem/chapter-87,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-87.md",
2025-07-02 06:19:34,88,https://novelbuddy.com/novel/myst-might-mayhem/chapter-88,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-88.md",
2025-07-02 06:20:18,89,https://novelbuddy.com/novel/myst-might-mayhem/chapter-89,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-89.md",
2025-07-02 06:20:55,90,https://novelbuddy.com/novel/myst-might-mayhem/chapter-90,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-90.md",
2025-07-02 06:21:31,91,https://novelbuddy.com/novel/myst-might-mayhem/chapter-91,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-91.md",
2025-07-02 06:22:09,92,https://novelbuddy.com/novel/myst-might-mayhem/chapter-92,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-92.md",
2025-07-02 06:22:52,93,https://novelbuddy.com/novel/myst-might-mayhem/chapter-93,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-93.md",
2025-07-02 06:23:29,94,https://novelbuddy.com/novel/myst-might-mayhem/chapter-94,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-94.md",
2025-07-02 06:24:10,95,https://novelbuddy.com/novel/myst-might-mayhem/chapter-95,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-95.md",
2025-07-02 06:24:53,96,https://novelbuddy.com/novel/myst-might-mayhem/chapter-96,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-96.md",
2025-07-02 06:25:31,97,https://novelbuddy.com/novel/myst-might-mayhem/chapter-97,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-97.md",
2025-07-02 06:26:08,98,https://novelbuddy.com/novel/myst-might-mayhem/chapter-98,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-98.md",
2025-07-02 06:26:59,99,https://novelbuddy.com/novel/myst-might-mayhem/chapter-99,SUCCESS,SUCCESS,SUCCESS,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-99.md",
2025-07-02 06:27:02,100,https://novelbuddy.com/novel/myst-might-mayhem/chapter-100,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-100.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 46
}
]; "
2025-07-02 06:27:05,101,https://novelbuddy.com/novel/myst-might-mayhem/chapter-101,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-101.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 43
}
]; "
2025-07-02 06:27:08,102,https://novelbuddy.com/novel/myst-might-mayhem/chapter-102,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-102.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 40
}
]; "
2025-07-02 06:27:10,103,https://novelbuddy.com/novel/myst-might-mayhem/chapter-103,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-103.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 38
}
]; "
2025-07-02 06:27:13,104,https://novelbuddy.com/novel/myst-might-mayhem/chapter-104,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-104.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 35
}
]; "
2025-07-02 06:27:16,105,https://novelbuddy.com/novel/myst-might-mayhem/chapter-105,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-105.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 32
}
]; "
2025-07-02 06:27:25,106,https://novelbuddy.com/novel/myst-might-mayhem/chapter-106,API_ERROR,SUCCESS,FAIL_RATE_LIMIT_TRANSLATION,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-106.md","Translation: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 23
}
]; "
2025-07-02 06:27:28,107,https://novelbuddy.com/novel/myst-might-mayhem/chapter-107,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-107.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 20
}
]; "
2025-07-02 06:27:31,108,https://novelbuddy.com/novel/myst-might-mayhem/chapter-108,API_ERROR,FAIL_RATE_LIMIT_SUMMARY,SKIPPED_DUE_TO_SUMMARY_ERROR,"E:/crawl_truyen/tom tat/v3/truyen/Myst, Might, Mayhem\chapter-108.md","Summary: Rate limit hit during chunk 1: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
]; "
